cnpj_basico,cnpj_ordem,matriz_filial,nome_fantasia,situacao,data_situacao,data_inicio,uf,municipio_codigo
63628450,0001,1,WM SAUDE E PERFORMANCE,08,20260401,20251112,RS,8903
63633625,0001,1,RAFAEL FARIAS PERSONAL TRAINER,02,20251112,20251112,SP,7107
63637728,0001,1,CTAR TREINO E PILATES INTEGRADO,02,20251112,20251112,SP,6163
63639851,0001,1,F2D SPORTS ACADEMIA,02,20251112,20251112,PE,2381
34877240,0002,2,CLINICA BIOVIDA - SAUDE E ESTETICA AVANCADA,02,20251113,20251113,BA,3873
63650294,0001,1,IRON OLD SCHOOL GYM,02,20251113,20251113,GO,1068
07594978,0804,2,,02,20251113,20251113,RJ,5869
63654171,0001,1,JF FITNNES ACADEMIA,02,20251113,20251113,PA,0563
63669591,0001,1,VITAL MOVE PILATES E FISIOTERAPIA,02,20251114,20251114,RJ,5801
63672296,0001,1,B UP SAUDE E PERFORMANCE,02,20251114,20251114,MG,5425
63673190,0001,1,STUDIO LIVIA FANTIN - ACADEMIA DE NATACAO E HIDRO,02,20251114,20251114,ES,5711
63692326,0001,1,FLUIR ARACAJU,02,20251117,20251117,SE,3105
63692996,0001,1,STUDIO M.FIT,02,20251117,20251117,PI,1137
63703283,0001,1,3S ACADEMIA,02,20251117,20251117,GO,9501
63703975,0001,1,JUSTINE TREINAMENTO PERSONALIZADO,02,20251117,20251117,MS,9131
63717518,0001,1,,02,20251118,20251118,RS,8521
47787498,0002,2,,02,20251118,20251118,SP,6393
63726339,0001,1,,02,20251118,20251118,MG,0740
63727117,0001,1,START FIT ACADEMIA,02,20251118,20251118,MA,0937
63731938,0001,1,STUDIO LONGIVUS,02,20251119,20251119,SC,8373
63734508,0001,1,TEAM TELES STUDIO,02,20251119,20251119,SE,3105
63735747,0001,1,G. H. FIT ACADEMIA,02,20251119,20251119,BA,3533
63743820,0001,1,CONSULTORIA ESPORTIVA XTREME,02,20251119,20251119,SP,7107
63747918,0001,1,IRON VICTOR,02,20251119,20251119,PA,0523
63750448,0001,1,,02,20251120,20251120,SC,8055
63756859,0001,1,ESFORCE TIME,02,20251121,20251121,RS,8801
51187035,0002,2,CTP ESPORTES E SAUDE,02,20251121,20251121,RS,8801
63763572,0001,1,CARLOS EDUARDO PERSONAL TRAINER,02,20251121,20251121,MT,9871
63775734,0001,1,EVOLUTHION ACADEMIA,02,20251124,20251124,PB,2221
63777527,0001,1,,02,20251124,20251124,SP,6543
63792548,0001,1,JUNGLE SOUL STUDIO,02,20251124,20251124,AM,0255
63794577,0001,1,FISIOVALE STUDIO PILATES,02,20251124,20251124,BA,3669
63798199,0001,1,,02,20251125,20251125,SP,7107
63798450,0001,1,STUDIO RONALDO FEITOZA,02,20251125,20251125,BA,3313
55289317,0003,2,CENTRO DE TREINAMENTO BOMBARTA GYM,02,20251125,20251125,GO,9487
31666017,0006,2,LOVATTO FIT,02,20251125,20251125,RS,8957
63805849,0001,1,ESPIRAL PILATES,02,20251125,20251125,SP,7065
63808057,0001,1,SPRENGER FIT,02,20251125,20251125,CE,1579
63817094,0001,1,,02,20251126,20251126,BA,3961
63820239,0001,1,,02,20251126,20251126,RS,8785
63822211,0001,1,HR2 STUDIO,02,20251126,20251126,RJ,5865
63404471,0001,1,,02,20251028,20251028,PE,2419
63838813,0001,1,DOCTOR FIT,02,20251127,20251127,SP,6713
63841254,0001,1,,02,20251127,20251127,DF,9701
63844544,0001,1,AVFITNESS ACADEMIA,02,20251127,20251127,PB,2021
63845165,0001,1,CADEMIA BLACK WHITE II,02,20251127,20251127,GO,9393
63849645,0001,1,BEZERRA STUDIO FITNESS,02,20251127,20251127,AL,2747
34267025,0002,2,TRIBO PERSONAL STUDIO,02,20251128,20251128,RS,8853
63861539,0001,1,,02,20251128,20251128,SP,6163
44176186,0002,2,,02,20251128,20251128,SP,7245
63863207,0001,1,,02,20251128,20251128,PR,7493
63786907,0001,1,MM STUDIO FITNESS,02,20251124,20251124,CE,1549
63307494,0001,1,STUDIO DUOFIT ITABIRITO,02,20251022,20251022,MG,4637
63718909,0001,1,VIVA MAE STUDIO,02,20251118,20251118,RJ,5865
63880863,0001,1,BTW TRAINING,02,20251201,20251201,RJ,5865
63885682,0001,1,,02,20251201,20251201,RJ,6001
63891381,0001,1,THE FIRE GYM,02,20251202,20251202,PA,0427
63897926,0001,1,STUDIO FORMA,02,20251201,20251201,PR,7777
63899495,0001,1,STUDIO COELHO PERFORMANCE,02,20251201,20251201,SP,7099
63899695,0001,1,VALENTIM ACADEMIA,02,20251202,20251202,RJ,5801
63921592,0001,1,TS SPORTS E VIVA RUN,02,20251203,20251203,CE,1389
63933317,0001,1,DORAQ ACADEMIA,02,20251204,20251204,GO,9301
63933582,0001,1,,02,20251204,20251204,RJ,6001
63946225,0001,1,TRINCA EM 7,02,20251204,20251204,RJ,5919
07594978,0820,2,,02,20251205,20251205,RS,8801
07594978,0821,2,,02,20251205,20251205,RS,8683
63952591,0001,1,MF TRAINING CLUB,02,20251203,20251203,SP,7107
63967134,0001,1,GRAFFITNESS,02,20251203,20251203,SP,7107
63970250,0001,1,THEOS PILATES,02,20251208,20251208,SP,7107
63970639,0001,1,VF ACADEMIAS,02,20251208,20251208,PR,7927
63984008,0001,1,PH COACH - PREPARACAO FISICA,02,20251208,20251208,SP,7107
63991379,0001,1,FORMA FIT ACADEMIA,02,20251209,20251209,SE,3169
63992273,0001,1,PILATES ON,02,20251209,20251209,PB,1981
63995293,0001,1,MARIANA RAMOS,02,20251209,20251209,MS,9051
63999574,0001,1,,02,20251209,20251209,DF,9701
38499480,0004,2,ACADEMIA LR FITNESS,02,20251210,20251210,PI,0278
64007304,0001,1,PINHEIRO LIMA TREINAMENTO PERSONALIZADO,02,20251203,20251203,SP,7107
64009875,0001,1,STUDIO MENEZES FIT,02,20251210,20251210,BA,3735
64013794,0001,1,STUDIO FISIO7,02,20251208,20251208,BA,3685
64019337,0001,1,,02,20251211,20251211,RJ,6001
64022089,0001,1,GARAGEM MAROMBA ACADEMIA LTDA,02,20251211,20251211,PR,7769
64026609,0001,1,ACADEMIA TRATA DOR,02,20251211,20251211,SE,3243
64036264,0001,1,LUCAS STUDIO PERSONAL,02,20251212,20251212,PR,7777
64037718,0001,1,RITMOS CT,02,20251212,20251212,BA,3313
64042315,0001,1,CROSS EXPERIENCE SERRARIA,02,20251212,20251212,AL,2785
64047575,0001,1,PG3 FITNESS - OLINDA,02,20251211,20251211,PE,2491
64052184,0001,1,,02,20251212,20251212,GO,9221
64054102,0001,1,,02,20251211,20251211,CE,1555
64061375,0001,1,CT THANOS ACADEMIA,02,20251215,20251215,AM,0255
64073564,0001,1,PURE PILATES,02,20251216,20251216,SP,7145
42088580,0002,2,STUDIO PILATS EVERTON GONZAGA,02,20251216,20251216,MS,9073
64080632,0001,1,SONORIZA FIT,02,20251215,20251215,MS,9809
07594978,0823,2,,02,20251217,20251217,RJ,6001
64101684,0001,1,,02,20251218,20251218,RJ,6001
64105755,0001,1,,02,20251217,20251217,RJ,5897
64106617,0001,1,ARENA FITNESS TIANGUA,02,20251218,20251218,CE,1569
64107163,0001,1,,02,20251218,20251218,SP,7107
64119553,0001,1,INSTITUTO DA DOR,02,20251218,20251218,PA,0427
64124310,0001,1,A3 PERFORMANCE ESPORTIVA LTDA,02,20251219,20251219,RN,1761
64127211,0001,1,ACADEMIA A. M. FITNESS,02,20251211,20251211,PA,0629
29595087,0002,2,,02,20251219,20251219,RS,8599
64130026,0001,1,PRO FITNESS ACADEMIA DE MUSCULACAO,02,20251218,20251218,PA,0411
64133276,0001,1,,02,20251218,20251218,RJ,5819
64137739,0001,1,JULIO SAMBUITI PERSONAL TRAINER,02,20251219,20251219,DF,9701
64140129,0001,1,VIDA ATIVA ATIVIDADES FISICAS,02,20251222,20251222,AM,0255
64142372,0001,1,SYNERGOS FITNESS LTDA,02,20251219,20251219,RJ,6001
64152692,0001,1,,02,20251209,20251209,SP,7107
64155307,0001,1,XPLOUD ACADEMIA,02,20251223,20251223,AC,0109
64159264,0001,1,,08,20260227,20251224,GO,9227
64166109,0001,1,VIVA PRIME PILATES E FISIOTERAPIA LTDA,02,20251222,20251222,SP,7107
64167932,0001,1,RINALDO GARCIA PERSONAL TRAINER/FIGHT,02,20251216,20251216,SP,7107
64173772,0001,1,ASCENDER VOCE,02,20251224,20251224,MG,4123
64182971,0001,1,BRAVA FITNESS,02,20251224,20251224,BA,3661
64183371,0001,1,BIO RITMO,02,20251226,20251226,DF,9701
64185156,0001,1,KINESIS PILATES,02,20251228,20251228,AM,0255
64186412,0001,1,,02,20251229,20251229,SP,6477
64191884,0001,1,,02,20251222,20251222,CE,1427
64194299,0001,1,CALISGYM,02,20251229,20251229,MA,0921
64194333,0001,1,,02,20251229,20251229,MG,4799
64196028,0001,1,ACADEMIA SMART TRAINING,02,20251229,20251229,RJ,5833
64199075,0001,1,STUDIO FEMININO,02,20251219,20251219,MS,9131
64202487,0001,1,CT MANOEL MELLO,02,20251229,20251229,MS,9011
64202595,0001,1,AGBP,02,20251216,20251216,SP,6251
64203554,0001,1,NEGAS FITNESS,02,20251230,20251230,MS,9101
07594978,0783,2,,02,20250925,20250925,RJ,6001
64217881,0001,1,CENTRO DE TREINAMENTO PORTO BELO II,02,20251223,20251223,SC,8355
64219302,0001,1,JV ACADEMIA,02,20251230,20251230,BA,3901
64247217,0001,1,RAI FIT ACADEMIAS,02,20251219,20251219,SE,3105
64274539,0001,1,,02,20251224,20251224,RS,8955
64279162,0001,1,,02,20260105,20260105,CE,1381
64281167,0001,1,RITMOS ACADEMIA FEMININA,02,20251210,20251210,SP,6689
64291226,0001,1,,02,20260106,20260106,SC,5595
64295089,0001,1,CT ELITE CROSS,02,20260106,20260106,AL,2785
64298792,0001,1,S & A ACADEMIA,02,20260106,20260106,PI,1023
64299055,0001,1,,02,20260106,20260106,RS,8785
64299359,0001,1,,02,20251229,20251229,SP,6589
64301601,0001,1,JP CASTILHO TREINADOR ESPORTIVO,02,20260106,20260106,SP,6477
64301623,0001,1,MB FIT,02,20260106,20260106,SE,3207
64302082,0001,1,SF ESTUDIO DE PILATES,02,20260106,20260106,SC,8081
56660951,0004,2,MUSCLEFIT SANTA TEREZINHA,02,20260107,20260107,SP,6875
08072295,0002,2,PRATIQUE TRES BARRAS,02,20260107,20260107,MG,4371
08072295,0005,2,PRATIQUE PEDRO LEOPOLDO,02,20260107,20260107,MG,4985
08072295,0014,2,PRATIQUE MORRO ALTO,02,20260107,20260107,MG,5425
08072295,0020,2,PRATIQUE VILARINHO,02,20260107,20260107,MG,4123
08072295,0024,2,PRATIQUE LONDRINA,02,20260107,20260107,MG,5155
08072295,0028,2,PRATIQUE CACHOEIRINHA,02,20260107,20260107,MG,4123
08072295,0038,2,PRATIQUE ABRAAO SC,02,20260107,20260107,SC,8105
08072295,0043,2,PRATIQUE PRADO,02,20260107,20260107,MG,4123
08072295,0050,2,PRATIQUE CAPOEIRAS,02,20260107,20260107,SC,8105
08072295,0063,2,PRATIQUE NACIONAL,02,20260107,20260107,MG,4371
08072295,0068,2,PRATIQUE PEDRA BRANCA,02,20260107,20260107,SC,8233
08072295,0074,2,PRATIQUE SAO SEBASTIAO PALHOCA,02,20260107,20260107,SC,8233
08072295,0091,2,PRATIQUE BETIM - DECAMAO,02,20260107,20260107,MG,4133
08072295,0103,2,PRATIQUE MUQUICABA GUARAPARI,02,20260107,20260107,ES,5647
08072295,0108,2,PRATIQUE SANTA EFIGENIA,02,20260107,20260107,MG,4123
08072295,0121,2,PRATIQUE SAGRADA FAMILIA,02,20260107,20260107,MG,4123
44231335,0002,2,,02,20260108,20260108,RS,8541
64353492,0001,1,PANTANAL FITNESS,02,20260108,20260108,MS,9807
64354316,0001,1,,02,20260108,20260108,SP,6875
64354519,0001,1,LIFEFIT LAPA,02,20260108,20260108,RJ,6001
64364548,0001,1,MASTER FIT,02,20260108,20260108,MA,0953
64366707,0001,1,FORMA ACADEMIA MARAPONGA,08,20260527,20260108,CE,1389
64370258,0001,1,ACADEMIA RITMO TOTAL FITNESS,02,20260108,20260108,SP,6477
47297885,0002,2,,02,20260109,20260109,SP,6969
64377387,0001,1,L F B SAUDE E PERFORMACE,02,20260108,20260108,RS,8565
64380510,0001,1,TITAN GYM,02,20260109,20260109,PR,7743
64382299,0001,1,ARRUN PERSONAL,02,20251210,20251210,SP,7107
64383137,0001,1,ACADEMIA FISIOFIT,02,20260109,20260109,BA,3777
64384251,0001,1,CESAR SAUPE PERSONAL TRAINER,02,20260109,20260109,SC,8105
64408728,0001,1,ATENA CROSS,02,20260112,20260112,PA,0415
64419992,0001,1,,02,20251219,20251219,SP,6235
64423034,0001,1,FABIO MIGUEL TREINAMENTOS E CONDICIONAMENTO FISICO,02,20260112,20260112,SP,7107
64444317,0001,1,EQUILIBRIO PILATES STUDIO,02,20260113,20260113,SC,8053
64446815,0001,1,HD TEAM CONSULTORIA FITNESS,02,20260113,20260113,SP,7107
64451953,0001,1,,02,20260113,20260113,RJ,6001
64456145,0001,1,PULSE FIT ACADEMIA,02,20260113,20260113,GO,9289
64475877,0001,1,DEZEM PERFORMANCE COACHING,02,20260114,20260114,SP,7107
64476438,0001,1,STUDIO P.G PERFORMANCE,02,20260113,20260113,SP,6905
64478247,0001,1,JB PERFORMANCE,02,20251226,20251226,RN,1779
64481569,0001,1,STUDIO EMILLY RAMOS,02,20260114,20260114,BA,3321
64481638,0001,1,BPTEAM TREINAMENTO,02,20260113,20260113,SC,8183
64482335,0001,1,ACADEMIA IMPERIUM FITNESS,02,20260114,20260114,AM,0207
64482346,0001,1,L. L. EDUCACAO E SAUDE,02,20260114,20260114,GO,0051
64483071,0001,1,ROBERTA LAGES STUDIO & CONSULTORIA EM MOVIMENTO,02,20260114,20260114,PA,0535
64485580,0001,1,BIOFISIC,02,20260113,20260113,PE,2425
64498075,0001,1,NOVO TREINO,02,20260114,20260114,SP,7225
64501119,0001,1,,02,20260115,20260115,MS,9051
64505493,0001,1,FLEX BOX,02,20260115,20260115,MG,4855
64510653,0001,1,ACADEMIA CLUB JOY UNIDADE VII - PARQUE AQUATICO,02,20260115,20260115,MG,4123
63839137,0001,1,,02,20251127,20251127,RO,0003
64522129,0001,1,ASSESSORIA E PERFORMANCE,02,20260115,20260115,RJ,6001
64527895,0001,1,PROFIT ACADEMIA,02,20260116,20260116,MG,5143
64528562,0001,1,LUMINA FITNESS,02,20260115,20260115,BA,3417
22902694,0186,2,,02,20260116,20260116,PB,2051
64535327,0001,1,PF8 METODO POSTURA EM FORMA,02,20260116,20260116,BA,3849
64560858,0001,1,ACADEMIA ESPACO FISICO,02,20260115,20260115,CE,1573
64563542,0001,1,ITS FIT ACADEMIA DIGITAL,02,20260116,20260116,GO,9373
64568516,0001,1,,02,20260116,20260116,SP,6495
64571478,0001,1,ZB FITNESS,02,20260119,20260119,GO,1066
64576055,0001,1,STUDIO PATRICIA MONTEIRO,02,20260119,20260119,PE,2327
64584009,0001,1,ACADEMIA EVOFIT,02,20260119,20260119,MA,0803
64587054,0001,1,ESTUDIO B,02,20260119,20260119,SP,6349
64591265,0001,1,INDIGO SAUDE,02,20251205,20251205,SP,6639
64594439,0001,1,,02,20260120,20260120,PR,7535
64601671,0001,1,EVOLUCAO - ACADEMIA DO JOAO CLEBER,02,20260120,20260120,MG,4891
64604701,0001,1,ACADEMIA EAS,02,20260119,20260119,BA,3613
64611766,0001,1,,02,20260119,20260119,AL,2785
64619079,0001,1,LEGACY STUDIO,02,20260121,20260121,PR,7563
64623602,0001,1,BODY WORLD ACQUA FIT,02,20260121,20260121,RJ,6001
64209867,0002,2,,02,20260121,20260121,SP,7107
64638781,0001,1,CAIO SARRAF,02,20260120,20260120,SP,7107
64639795,0001,1,STUDIO DE TREINAMENTO MAIA,02,20260121,20260121,MG,4123
64641115,0001,1,,02,20260121,20260121,AM,0255
64648152,0001,1,,02,20260120,20260120,SP,6589
64653121,0001,1,TONICELLI PERSONAL TRAINER,02,20260121,20260121,SP,6569
64657969,0001,1,ACADEMIA BLU IRON,02,20260122,20260122,SC,8047
64662756,0001,1,,02,20260121,20260121,SP,7107
64667333,0001,1,FFREITAS FITNESS & HEALTH,02,20260122,20260122,SP,7107
64675591,0001,1,KYP SPORTS CLUB,02,20260122,20260122,SP,6377
22902694,0190,2,,02,20260123,20260123,PI,1219
64679144,0001,1,KORPER PILATES E TREINAMENTO,02,20260122,20260122,MG,4371
64684496,0001,1,,02,20260123,20260123,PR,7667
64684968,0001,1,,02,20260123,20260123,CE,1395
64686228,0001,1,BS MOVE,02,20260123,20260123,RN,1737
64686453,0001,1,VOLL PILATES STUDIOS FRANCA PAULO VI,02,20260119,20260119,SP,6425
64702650,0001,1,MMELINGER SERVICOS DE ATIVIDADE FISICA E SAUDE,02,20260126,20260126,PR,7535
64703339,0001,1,V2J TRAINING,02,20260126,20260126,PR,7885
64705792,0001,1,CAMUCI STUDIO FITNESS,02,20260120,20260120,SP,6389
64712244,0001,1,AGROFIT STUDIO,02,20260124,20260124,SC,8005
64714471,0001,1,ERNANDES TREINAMENTO & PERFORMANCE,02,20260126,20260126,DF,9701
64722215,0001,1,,02,20260122,20260122,CE,1475
64728139,0001,1,,02,20260126,20260126,MG,5387
64728523,0001,1,OWL TEEBOX,02,20260127,20260127,SP,6475
64734970,0001,1,HERIK GALLO PERSONAL,02,20260127,20260127,SP,7107
64737635,0001,1,OLYMPO ACADEMIA,02,20260122,20260122,PB,2041
64739756,0001,1,GOLD PREMIUM ACADEMIA,02,20260127,20260127,AM,0255
64742070,0001,1,MOVI PILATES E FISIOTERAPIA,02,20260127,20260127,PR,7777
64750275,0001,1,,02,20260127,20260127,MS,9051
64756508,0001,1,ACADEMIA FITNESS.,02,20260127,20260127,RJ,5865
64756906,0001,1,TEAM PAIVA,02,20260128,20260128,MG,5277
64757374,0001,1,,02,20260124,20260124,SC,8183
64757799,0001,1,INSPIRE PILATES RENATA MOURA - FISIOTERAPIA E PILATES,02,20260122,20260122,SP,7107
64758349,0001,1,,02,20260126,20260126,SC,8105
64759189,0001,1,,02,20260128,20260128,MG,4751
64763490,0001,1,STUDIO ATIVE-SE,02,20260122,20260122,SP,7107
64765188,0001,1,JEL BARRA DO JUCU,02,20260122,20260122,ES,5703
64768829,0001,1,DUO PERFORMANCE ASSESSORIA ESPORTIVA,02,20260128,20260128,PB,2051
64769230,0001,1,MGF PRO TRAINER,02,20260128,20260128,RJ,6001
64772869,0001,1,ULTRA,02,20251014,20251014,DF,9701
64777412,0001,1,ADRIANO ARRUDA CONSULTORIA EM TREINAMENTO FISICO,02,20260128,20260128,SP,6137
21586504,0013,2,LIVE ACADEMIA,02,20260129,20260129,AM,0255
64795080,0001,1,KRASUCKI SPORT CENTER,02,20260129,20260129,SP,6929
64809605,0001,1,ACTIVE STUDIO PILATES,02,20260130,20260130,RJ,5847
64817032,0001,1,SAUDE & MOVIMENTO,02,20260129,20260129,RJ,6001
64820234,0001,1,CALA CT E ACADEMIA FIT,02,20260130,20260130,RJ,5865
64821125,0001,1,FF ASSESSORIA ESPORTIVA,02,20260129,20260129,MG,5155
64824935,0001,1,ACADEMIA ARENA FITNESS,02,20260129,20260129,BA,3743
64826361,0001,1,LIBRA ACADEMIA PREMIUM,02,20260130,20260130,CE,1389
64841212,0001,1,,02,20260128,20260128,SP,7099
64847234,0001,1,,02,20260131,20260131,MG,4763
64848185,0001,1,HER LAB FITNESS,02,20260130,20260130,SC,8327
64849492,0001,1,STAR FITNESS 10,02,20260130,20260130,BA,3039
64852492,0001,1,,02,20260202,20260202,SP,7099
64854905,0001,1,,02,20260202,20260202,AM,0255
64874022,0001,1,,02,20260122,20260122,SP,7005
41453492,0002,2,GO FIT PRIME,02,20260203,20260203,PB,1919
64878486,0001,1,ATIVA STUDIO DE DANCA,02,20260202,20260202,MG,4649
64884324,0001,1,ACTION 360,02,20260202,20260202,SP,7107
64885236,0001,1,BPS TRAINING,02,20260129,20260129,SC,8105
34496583,0002,2,,02,20260121,20260121,SP,7145
64887636,0001,1,,08,20260224,20260203,MG,4733
64889110,0001,1,ACADEMIA SOULFIT,02,20260203,20260203,AM,0255
64892312,0001,1,ACADEMIA PRO QUALITY,02,20260203,20260203,SC,8105
64893513,0001,1,GESSICA PERSONAL,02,20260203,20260203,MG,4787
64897593,0001,1,,02,20260126,20260126,RJ,5853
64898617,0001,1,STUDIO E ACADEMIA SANGUINA,02,20260203,20260203,MS,9131
64911681,0001,1,,02,20251009,20251009,RJ,5843
64917593,0001,1,ADRIENE SANTOS FISIOTERAPIA E PILATES,02,20260204,20260204,RN,1761
64707891,0001,1,WINNERS FITNESS,02,20260122,20260122,DF,9701
64921436,0001,1,BETAPILATES,02,20260204,20260204,ES,5705
64922328,0001,1,CLINICA PERFORMANCE,02,20260204,20260204,MG,4097
64925493,0001,1,,02,20260204,20260204,SP,6619
64931438,0001,1,,02,20260203,20260203,SP,6477
64932110,0001,1,STUDIO MAIS VIDA,02,20260203,20260203,BA,3531
64939988,0001,1,JUCA PERSONAL,02,20260204,20260204,SP,7071
64944394,0001,1,26FIT,02,20260204,20260204,PA,0044
64945790,0001,1,ACADEMIA CORPUS,02,20260205,20260205,PB,1939
12083378,0005,2,MITRA SAUDE E EQUILIBRIO,02,20260205,20260205,RJ,5909
64952001,0001,1,FELIPE ABREU PERSONAL,02,20260205,20260205,PR,7535
64955056,0001,1,RL TREINAMENTO PERSONALIZADO,02,20260203,20260203,SP,7071
64955178,0001,1,,02,20260205,20260205,SP,7107
64956411,0001,1,CT NEO FISICO,02,20260204,20260204,MA,0108
64960202,0001,1,,02,20260205,20260205,SP,6361
64960499,0001,1,ACADEMIA VIDA ATIVA,02,20260205,20260205,MT,9867
64969257,0001,1,ORLA MARIS,02,20260203,20260203,ES,5705
64976366,0001,1,ANATOMIA DO CORPO,02,20260206,20260206,MG,4133
64980798,0001,1,STUDIO ANNA TAISA TREINO PARA MULHERES,02,20260206,20260206,GO,9563
65008889,0001,1,BODY HEALTH WELLNESS CENTER,02,20260204,20260204,MG,4911
65010751,0001,1,CHAMUSCA PERFORMANCE & REABILITACAO,02,20260129,20260129,BA,3849
65011640,0001,1,STUDIO ANA FISIO,02,20260208,20260208,MT,9151
65021232,0001,1,ESPACO ASSUNCAO,02,20260206,20260206,GO,9571
65027417,0001,1,FORCA VIP ACADEMIA,02,20260208,20260208,CE,1395
65029226,0001,1,,02,20260205,20260205,MT,9067
65029602,0001,1,BLUEFIT EPITACIO,02,20260206,20260206,PB,2051
65037430,0001,1,OXIGYM,02,20260206,20260206,PR,7569
65039432,0001,1,BODYFIELD ACADEMIA,02,20260210,20260210,PR,7629
65043056,0001,1,,02,20260207,20260207,SP,7107
65045418,0001,1,,02,20260123,20260123,SP,6669
65048585,0001,1,,02,20260210,20260210,MS,9131
65049285,0001,1,ZERAH FUNCIONAL DANCE,02,20260210,20260210,MS,9051
65050789,0001,1,TRANSFORMACOES FITNESS,02,20260210,20260210,BA,3515
65051204,0001,1,,02,20260209,20260209,SP,6713
65054328,0001,1,RAMBO ACADEMIA,02,20260207,20260207,SP,6509
65054917,0001,1,GALPAO C.T,02,20260210,20260210,PR,7807
65065992,0001,1,,08,20260310,20260211,MG,4123
65076254,0001,1,,02,20260211,20260211,PR,7513
65084254,0001,1,PEDAL FIT DV,02,20260211,20260211,PR,7541
65085580,0001,1,SP TRAINING BY SERGYNHO,02,20260210,20260210,SP,7107
65088094,0001,1,STUDIO PILATES ANNA KARENINA,02,20260211,20260211,PB,2051
65095781,0001,1,ACADEMIA START FITNESS,02,20260212,20260212,MT,9151
65096375,0001,1,,02,20260211,20260211,RS,8929
65119416,0001,1,STUDIO VOLL ITAIM TIBURCIO,02,20260212,20260212,SP,7107
65122674,0001,1,,02,20260213,20260213,DF,9701
65122873,0001,1,STUDIO CICLOFIT,02,20260213,20260213,DF,9701
55207598,0002,2,,02,20260213,20260213,MA,0160
65130220,0001,1,PILATES DANIELA TEIXEIRA,02,20260209,20260209,SP,6131
65134464,0001,1,,02,20260213,20260213,MG,4123
65134796,0001,1,,02,20260213,20260213,SP,6875
65140114,0001,1,ACADEMIA I9 BC,02,20251229,20251229,MG,4107
65176179,0001,1,PROJETO CORACAO DE DRAGAO,02,20220713,20220713,DF,9701
65186214,0001,1,STUDIO IMPERIO FITNESS,02,20260219,20260219,TO,0335
65197421,0001,1,CAT MULTI SERVICOS,02,20260218,20260218,SP,7145
65200124,0001,1,ALLP FIT ITABUNA,02,20260219,20260219,BA,3597
65200881,0001,1,ACTION 360,02,20260219,20260219,SP,6713
65213218,0001,1,AC SAUDE E PERFORMANCE LIMITADA,02,20260219,20260219,SP,6313
65214374,0001,1,SKY FIT ITAPUA,02,20260218,20260218,ES,5703
65226478,0001,1,,02,20260220,20260220,SP,6477
65227996,0001,1,NATAN PERSONAL TRAINER,02,20260219,20260219,SP,7107
65232229,0001,1,A ROTA DA EXCELENCIA,02,20260220,20260220,PR,7535
65233952,0001,1,ACADEMIA TRANSPIRACAO,02,20260220,20260220,SC,8057
65235267,0001,1,LOTUS 21,02,20260220,20260220,RJ,5901
62034234,0001,1,STUDIO TIGER FIT,02,20250801,20250801,SP,6543
65242533,0001,1,,02,20260221,20260221,SP,7107
65255268,0001,1,ABDO REVIVE,02,20260219,20260219,MG,4865
61303893,0002,2,PULSE ESTORIL,02,20260601,20260223,SP,6219
65261123,0001,1,ATMA,02,20260219,20260219,RJ,5847
65261300,0001,1,UTF ROCINHA,02,20260223,20260223,RJ,6001
65261848,0001,1,BODY FIT,02,20260220,20260220,SP,7029
65264538,0001,1,LAZ FITNESS,02,20260212,20260212,PI,1155
65264782,0001,1,,02,20260223,20260223,SC,8161
65268841,0001,1,"MOVE PILATES, PRATIQUE VIDA: AMOR EM MOVIMENTO",02,20260223,20260223,DF,9701
65271156,0001,1,CARDIN TRAINING,02,20260223,20260223,SP,7097
65281270,0001,1,MUCUTA FIT ACADEMIA,02,20260220,20260220,SP,7103
65283596,0001,1,ADH ACADEMIA DE HIDROGINASTICA,02,20260224,20260224,MS,9107
65284095,0001,1,XCORE STUDIO,02,20260219,20260219,SP,6291
65287052,0001,1,FISIOUP!,02,20260209,20260209,SC,8153
65293568,0001,1,ACADEMIA STUDIO MULHERES FIT,02,20260223,20260223,PB,1987
65296991,0001,1,,02,20260224,20260224,SP,7107
65301711,0001,1,,02,20260223,20260223,GO,9265
65303856,0001,1,ARSELI PILATES,02,20260224,20260224,PR,7741
65304514,0001,1,TREINE COM LUIZA,02,20260224,20260224,PR,7535
65308791,0001,1,,02,20260206,20260206,SP,7107
65312109,0001,1,FORTFITNESS ACADEMIA,02,20260225,20260225,RS,8569
65312584,0001,1,PASSION CROSS,02,20260225,20260225,GO,9377
65315959,0001,1,ALPHA GYM CLUB,02,20260219,20260219,RJ,5883
65316922,0001,1,,02,20260225,20260225,ES,5647
65317583,0001,1,,02,20260224,20260224,SP,7145
65324607,0001,1,XTRACK ACADEMIA,02,20260213,20260213,SP,6861
65326914,0001,1,,02,20260225,20260225,BA,3807
65339420,0001,1,,08,20260326,20260220,SP,7005
65339958,0001,1,,02,20260224,20260224,PR,7629
65341627,0001,1,,02,20260226,20260226,CE,1495
65356134,0001,1,ACADEMIA ABREU TAEKWONDO LAGOA SANTA,02,20260226,20260226,MG,4751
65360922,0001,1,,02,20260225,20260225,SP,7107
65363402,0001,1,STUDIO GK FITNESS,02,20260226,20260226,TO,0335
65366644,0001,1,BODY FIT ACADEMIA,02,20260227,20260227,RN,1761
65367903,0001,1,TRANSFORMAR & CRESCER,02,20260227,20260227,SP,7107
65370152,0001,1,RENATO SERENA PERSONNAL TRAINER,02,20260223,20260223,MG,4865
65373642,0001,1,,02,20260227,20260227,MG,4625
